date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:03:50	400350/400350	---M--	200	added ('OK')	image/png	date:Wed,%2014%20May%202025%2012:32:02%20GMT	https://code.themepitcher.com/nogor/assets/images/about-1.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/about-1.png	(from https://code.themepitcher.com/nogor/)
16:03:50	116951/116951	---M--	200	added ('OK')	image/png	date:Wed,%2011%20Jun%202025%2006:11:44%20GMT	https://code.themepitcher.com/nogor/assets/images/hero-2.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/hero-2.png	(from https://code.themepitcher.com/nogor/)
16:03:50	492083/492083	---M--	200	added ('OK')	image/png	date:Wed,%2011%20Jun%202025%2006:11:24%20GMT	https://code.themepitcher.com/nogor/assets/images/hero-1.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/hero-1.png	(from https://code.themepitcher.com/nogor/)
16:03:51	3604/3604	---M--	200	added ('OK')	image/png	date:Wed,%2014%20May%202025%2012:32:32%20GMT	https://code.themepitcher.com/nogor/assets/images/icon-2.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/icon-2.png	(from https://code.themepitcher.com/nogor/)
16:03:51	4498/4498	---M--	200	added ('OK')	image/png	date:Wed,%2014%20May%202025%2012:32:58%20GMT	https://code.themepitcher.com/nogor/assets/images/icon-3.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/icon-3.png	(from https://code.themepitcher.com/nogor/)
16:03:51	4883/4883	---M--	200	added ('OK')	image/png	date:Wed,%2014%20May%202025%2012:33:08%20GMT	https://code.themepitcher.com/nogor/assets/images/icon-4.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/icon-4.png	(from https://code.themepitcher.com/nogor/)
16:03:52	5269/5269	---M--	200	added ('OK')	image/png	date:Wed,%2014%20May%202025%2019:11:54%20GMT	https://code.themepitcher.com/nogor/assets/images/icon-5.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/icon-5.png	(from https://code.themepitcher.com/nogor/)
16:03:52	34245/34245	---M--	200	added ('OK')	image/png	date:Thu,%2015%20May%202025%2007:05:22%20GMT	https://code.themepitcher.com/nogor/assets/images/icon-6.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/icon-6.png	(from https://code.themepitcher.com/nogor/)
16:03:52	280468/280468	---M--	200	added ('OK')	image/png	date:Wed,%2014%20May%202025%2020:02:14%20GMT	https://code.themepitcher.com/nogor/assets/images/about-2.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/about-2.png	(from https://code.themepitcher.com/nogor/)
16:03:52	4728/4728	---M--	200	added ('OK')	image/png	date:Thu,%2015%20May%202025%2007:09:24%20GMT	https://code.themepitcher.com/nogor/assets/images/icon-7.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/icon-7.png	(from https://code.themepitcher.com/nogor/)
16:03:52	9773/9773	---M--	200	added ('OK')	image/png	date:Thu,%2015%20May%202025%2007:09:44%20GMT	https://code.themepitcher.com/nogor/assets/images/icon-8.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/icon-8.png	(from https://code.themepitcher.com/nogor/)
16:03:53	7567/7567	---M--	200	added ('OK')	image/png	date:Thu,%2015%20May%202025%2007:09:54%20GMT	https://code.themepitcher.com/nogor/assets/images/icon-9.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/icon-9.png	(from https://code.themepitcher.com/nogor/)
16:03:53	4966/4966	---M--	200	added ('OK')	image/png	date:Fri,%2016%20May%202025%2006:29:44%20GMT	https://code.themepitcher.com/nogor/assets/images/icon-10.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/icon-10.png	(from https://code.themepitcher.com/nogor/)
16:03:53	3658/3658	---M--	200	added ('OK')	image/png	date:Thu,%2015%20May%202025%2007:12:08%20GMT	https://code.themepitcher.com/nogor/assets/images/icon-11.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/icon-11.png	(from https://code.themepitcher.com/nogor/)
16:03:53	4450/4450	---M--	200	added ('OK')	image/png	date:Thu,%2015%20May%202025%2007:12:16%20GMT	https://code.themepitcher.com/nogor/assets/images/icon-12.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/icon-12.png	(from https://code.themepitcher.com/nogor/)
16:03:53	6894/6894	---M--	200	added ('OK')	image/png	date:Thu,%2015%20May%202025%2009:39:04%20GMT	https://code.themepitcher.com/nogor/assets/images/icon-13.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/icon-13.png	(from https://code.themepitcher.com/nogor/)
16:03:54	3328/3328	---M--	200	added ('OK')	image/png	date:Thu,%2015%20May%202025%2014:04:46%20GMT	https://code.themepitcher.com/nogor/assets/images/icon-14.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/icon-14.png	(from https://code.themepitcher.com/nogor/)
16:03:54	2791/2791	---M--	200	added ('OK')	image/png	date:Thu,%2015%20May%202025%2014:05:02%20GMT	https://code.themepitcher.com/nogor/assets/images/icon-16.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/icon-16.png	(from https://code.themepitcher.com/nogor/)
16:03:55	2374/2374	---M--	200	added ('OK')	image/png	date:Thu,%2015%20May%202025%2014:05:20%20GMT	https://code.themepitcher.com/nogor/assets/images/icon-15.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/icon-15.png	(from https://code.themepitcher.com/nogor/)
16:03:55	451662/451662	---M--	200	added ('OK')	image/png	date:Thu,%2015%20May%202025%2014:04:36%20GMT	https://code.themepitcher.com/nogor/assets/images/counter.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/counter.png	(from https://code.themepitcher.com/nogor/)
16:03:56	2226/2226	---M--	200	added ('OK')	image/png	date:Fri,%2016%20May%202025%2013:26:50%20GMT	https://code.themepitcher.com/nogor/assets/images/icon-17.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/icon-17.png	(from https://code.themepitcher.com/nogor/)
16:03:56	407811/407811	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2012:56:58%20GMT	https://code.themepitcher.com/nogor/assets/images/reviewer-1.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/reviewer-1.png	(from https://code.themepitcher.com/nogor/)
16:03:57	395099/395099	---M--	200	added ('OK')	image/png	date:Fri,%2016%20May%202025%2007:13:34%20GMT	https://code.themepitcher.com/nogor/assets/images/service-bg.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/service-bg.png	(from https://code.themepitcher.com/nogor/)
16:03:57	355791/355791	---M--	200	added ('OK')	image/png	date:Fri,%2016%20May%202025%2020:02:22%20GMT	https://code.themepitcher.com/nogor/assets/images/project-slide-1.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/project-slide-1.png	(from https://code.themepitcher.com/nogor/)
16:03:57	346781/346781	---M--	200	added ('OK')	image/png	date:Fri,%2016%20May%202025%2020:01:50%20GMT	https://code.themepitcher.com/nogor/assets/images/project-slide-3.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/project-slide-3.png	(from https://code.themepitcher.com/nogor/)
16:03:57	364796/364796	---M--	200	added ('OK')	image/png	date:Mon,%2019%20May%202025%2008:19:44%20GMT	https://code.themepitcher.com/nogor/assets/images/reviewer-2.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/reviewer-2.png	(from https://code.themepitcher.com/nogor/)
16:03:57	379425/379425	---M--	200	added ('OK')	image/png	date:Fri,%2016%20May%202025%2020:01:54%20GMT	https://code.themepitcher.com/nogor/assets/images/project-slide-4.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/project-slide-4.png	(from https://code.themepitcher.com/nogor/)
16:03:58	363312/363312	---M--	200	added ('OK')	image/png	date:Fri,%2016%20May%202025%2020:02:50%20GMT	https://code.themepitcher.com/nogor/assets/images/project-slide-2.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/project-slide-2.png	(from https://code.themepitcher.com/nogor/)
16:03:58	410591/410591	---M--	200	added ('OK')	image/png	date:Fri,%2016%20May%202025%2020:02:06%20GMT	https://code.themepitcher.com/nogor/assets/images/project-slide-5.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/project-slide-5.png	(from https://code.themepitcher.com/nogor/)
16:03:58	13411/13411	---M--	200	added ('OK')	image/png	date:Sat,%2017%20May%202025%2007:36:42%20GMT	https://code.themepitcher.com/nogor/assets/images/cta-bg.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/cta-bg.png	(from https://code.themepitcher.com/nogor/)
16:03:58	149196/149196	---M--	200	added ('OK')	image/png	date:Sat,%2017%20May%202025%2007:38:50%20GMT	https://code.themepitcher.com/nogor/assets/images/cta.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/cta.png	(from https://code.themepitcher.com/nogor/)
16:03:59	280439/280439	---M--	200	added ('OK')	image/png	date:Sat,%2017%20May%202025%2010:48:02%20GMT	https://code.themepitcher.com/nogor/assets/images/faq-bg.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/faq-bg.png	(from https://code.themepitcher.com/nogor/)
16:03:59	702944/702944	---M--	200	added ('OK')	image/png	date:Sat,%2017%20May%202025%2010:03:04%20GMT	https://code.themepitcher.com/nogor/assets/images/faq.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/faq.png	(from https://code.themepitcher.com/nogor/)
16:03:59	809068/809068	---M--	200	added ('OK')	image/png	date:Sat,%2017%20May%202025%2013:19:26%20GMT	https://code.themepitcher.com/nogor/assets/images/blog-2.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/blog-2.png	(from https://code.themepitcher.com/nogor/)
16:03:59	805289/805289	---M--	200	added ('OK')	image/png	date:Sat,%2017%20May%202025%2013:19:12%20GMT	https://code.themepitcher.com/nogor/assets/images/blog-1.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/blog-1.png	(from https://code.themepitcher.com/nogor/)
16:04:00	819628/819628	---M--	200	added ('OK')	image/png	date:Sat,%2017%20May%202025%2013:19:32%20GMT	https://code.themepitcher.com/nogor/assets/images/blog-3.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/blog-3.png	(from https://code.themepitcher.com/nogor/)
16:04:00	157086/157086	---M--	200	added ('OK')	image/png	date:Sat,%2017%20May%202025%2014:59:28%20GMT	https://code.themepitcher.com/nogor/assets/images/footer-bg.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/footer-bg.png	(from https://code.themepitcher.com/nogor/)
16:04:00	85577/85577	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2006%20May%202025%2007:50:58%20GMT	https://code.themepitcher.com/nogor/assets/js/jquery-3.7.1.min.js	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/js/jquery-3.7.1.min.js	(from https://code.themepitcher.com/nogor/)
16:04:00	1492143/1492143	---M--	200	added ('OK')	image/png	date:Wed,%2021%20May%202025%2015:59:54%20GMT	https://code.themepitcher.com/nogor/assets/images/card-bg.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/card-bg.png	(from https://code.themepitcher.com/nogor/)
16:04:00	60089/60089	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2012%20Dec%202023%2018:50:12%20GMT	https://code.themepitcher.com/nogor/assets/js/bootstrap.min.js	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/js/bootstrap.min.js	(from https://code.themepitcher.com/nogor/)
16:04:00	1067/1067	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2012%20Dec%202023%2018:50:12%20GMT	https://code.themepitcher.com/nogor/assets/js/counterup.min.js	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/js/counterup.min.js	(from https://code.themepitcher.com/nogor/)
16:04:01	2301/2301	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2012%20Dec%202023%2018:50:12%20GMT	https://code.themepitcher.com/nogor/assets/js/easing.min.js	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/js/easing.min.js	(from https://code.themepitcher.com/nogor/)
16:04:01	62297/62297	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2012%20Dec%202023%2018:50:12%20GMT	https://code.themepitcher.com/nogor/assets/js/magnific-popup.js	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/js/magnific-popup.js	(from https://code.themepitcher.com/nogor/)
16:04:01	4719/4719	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2012%20Dec%202023%2018:50:12%20GMT	https://code.themepitcher.com/nogor/assets/js/meanmenu.min.js	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/js/meanmenu.min.js	(from https://code.themepitcher.com/nogor/)
16:04:01	42863/42863	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2012%20Dec%202023%2018:50:12%20GMT	https://code.themepitcher.com/nogor/assets/js/slick.min.js	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/js/slick.min.js	(from https://code.themepitcher.com/nogor/)
16:04:02	8044/8044	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2012%20Dec%202023%2018:50:12%20GMT	https://code.themepitcher.com/nogor/assets/js/waypoints.min.js	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/js/waypoints.min.js	(from https://code.themepitcher.com/nogor/)
16:04:02	8415/8415	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2012%20Dec%202023%2018:50:12%20GMT	https://code.themepitcher.com/nogor/assets/js/wow.min.js	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/js/wow.min.js	(from https://code.themepitcher.com/nogor/)
16:04:02	7214/7214	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2010%20Jul%202025%2016:14:46%20GMT	https://code.themepitcher.com/nogor/assets/js/main.js	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/js/main.js	(from https://code.themepitcher.com/nogor/)
16:04:02	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Jul%202025%2009:04:01%20GMT	https://code.themepitcher.com/nogor/assets/fonts/remixicon.eot?t=1718271040674	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/fonts/remixicon0c93.eot	(from https://code.themepitcher.com/nogor/assets/css/remixicon.css)
16:04:03	165440/165440	---M--	200	added ('OK')	font/woff2	date:Mon,%2029%20Jul%202024%2014:16:00%20GMT	https://code.themepitcher.com/nogor/assets/fonts/remixicon.woff2?t=1718271040674	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/fonts/remixicon0c93.woff2	(from https://code.themepitcher.com/nogor/assets/css/remixicon.css)
16:04:04	532560/532560	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2029%20Jul%202024%2014:16:00%20GMT	https://code.themepitcher.com/nogor/assets/fonts/remixicon.ttf?t=1718271040674	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/fonts/remixicon0c93.ttf	(from https://code.themepitcher.com/nogor/assets/css/remixicon.css)
16:04:04	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Jul%202025%2009:04:02%20GMT	https://code.themepitcher.com/nogor/assets/fonts/remixicon.svg?t=1718271040674	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/fonts/remixicon0c93.svg	(from https://code.themepitcher.com/nogor/assets/css/remixicon.css)
16:04:04	49278/49278	---M--	200	added ('OK')	image/png	date:Tue,%2020%20May%202025%2006:12:32%20GMT	https://code.themepitcher.com/nogor/assets/images/hero-pattern.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/hero-pattern.png	(from https://code.themepitcher.com/nogor/assets/css/style.css)
16:04:04	227384/227384	---M--	200	added ('OK')	font/woff	date:Mon,%2029%20Jul%202024%2014:16:00%20GMT	https://code.themepitcher.com/nogor/assets/fonts/remixicon.woff?t=1718271040674	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/fonts/remixicon0c93.woff	(from https://code.themepitcher.com/nogor/assets/css/remixicon.css)
16:04:04	4212/4212	---M--	200	added ('OK')	image/png	date:Tue,%2020%20May%202025%2014:46:28%20GMT	https://code.themepitcher.com/nogor/assets/images/dashed-underline.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/dashed-underline.png	(from https://code.themepitcher.com/nogor/assets/css/style.css)
16:04:04	13507/13507	---M--	200	added ('OK')	image/png	date:Thu,%2015%20May%202025%2007:13:40%20GMT	https://code.themepitcher.com/nogor/assets/images/line-shape.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/line-shape.png	(from https://code.themepitcher.com/nogor/assets/css/style.css)
16:04:06	307314/307314	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2006:26:20%20GMT	https://code.themepitcher.com/nogor/assets/images/about-3.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/about-3.png	(from https://code.themepitcher.com/nogor/home-2.html)
16:04:06	258501/258501	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2006:26:26%20GMT	https://code.themepitcher.com/nogor/assets/images/about-4.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/about-4.png	(from https://code.themepitcher.com/nogor/home-2.html)
16:04:06	957538/957538	---M--	200	added ('OK')	image/png	date:Tue,%2020%20May%202025%2006:09:56%20GMT	https://code.themepitcher.com/nogor/assets/images/hero-bg-2.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/hero-bg-2.png	(from https://code.themepitcher.com/nogor/home-2.html)
16:04:06	26623/26623	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2008:26:22%20GMT	https://code.themepitcher.com/nogor/assets/images/service-bg-2.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/service-bg-2.png	(from https://code.themepitcher.com/nogor/home-2.html)
16:04:06	8769/8769	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2008:28:42%20GMT	https://code.themepitcher.com/nogor/assets/images/icon-18.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/icon-18.png	(from https://code.themepitcher.com/nogor/home-2.html)
16:04:07	4810/4810	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2008:28:54%20GMT	https://code.themepitcher.com/nogor/assets/images/icon-19.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/icon-19.png	(from https://code.themepitcher.com/nogor/home-2.html)
16:04:07	793521/793521	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2009:55:20%20GMT	https://code.themepitcher.com/nogor/assets/images/project-7.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/project-7.png	(from https://code.themepitcher.com/nogor/home-2.html)
16:04:08	444839/444839	---M--	200	added ('OK')	image/png	date:Fri,%2016%20May%202025%2019:40:14%20GMT	https://code.themepitcher.com/nogor/assets/images/project-5.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/project-5.png	(from https://code.themepitcher.com/nogor/home-2.html)
